outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier,city_enc,type_enc,cuisine_enc,order_slope,order_volatility,recent_vs_avg,churn_prob_model,churn_risk_model,ltv_predicted_inr
FF-1199,Café Nuvola V,Fine Dining Restaurant,Chennai,Multi-Cuisine,Riya Sharma,132,4.6,67418,30,6,2,33,1,2,15845,16735,15771,15232,13624,13160,15061,-16.94,3,90366,41568,1084392,997632,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,5,6,-537.0,1387.7350491598413,0.8737219492763245,0.056770907480671165,5.7,887151
FF-1200,The Blue Petal Café VI,5-Star Hotel,Ranchi,Indian,Arjun Mehta,252,3.4,34671,22,2,2,41,1,2,19661,21100,20815,20172,19843,19832,20237,0.87,52,121422,55854,1457064,949518,45.5,0,Extended Credit Terms,2428,259218,10571.8,0.7,10.09,🟡 At Risk,Tier 2 – Engage,6,1,2,34.2,588.916773972916,0.9799387291234312,0.2138417957960225,21.4,1049680
FF-1201,Skyline Bar VI,Premium Café,Bangalore,Indian,Neha Joshi,36,3.7,42279,28,6,0,15,0,3,15508,15671,15792,15727,14224,12834,14959,-17.24,47,89754,41287,1077048,949601,36.4,0,Dedicated Account Manager,8000,207392,2492.1,0.85,9.8,🟢 Healthy,Tier 2 – Engage,0,6,2,-534.8,1195.6510639257035,0.8578877005347594,0.07191709961478025,7.2,843591
FF-1202,Monarch Grand Hotel VI,Premium Café,Mumbai,Continental,Vikram Singh,242,3.4,69328,7,7,6,37,0,1,9564,9586,9436,9176,9542,9202,9417,-3.78,13,56502,25991,678024,129955,54.5,1,Extended Credit Terms,1130,42495,3657.4,0.7,1.65,🟡 At Risk,Tier 3 – Monitor,4,6,0,-72.4,184.6398295781998,0.9770651943087705,0.6795169627469719,68.0,282693
FF-1203,Spice Route VI,Cloud Kitchen,Hyderabad,Italian,Priya Nair,207,4.4,12911,35,6,4,1,1,0,12128,11322,11357,9522,7910,5769,9668,-52.43,80,58008,26684,696096,640416,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,4,3,-1271.8,2447.6159012394082,0.5966490847036923,0.19254386929543812,19.3,530017
FF-1204,The Artisan Brew VI,5-Star Hotel,Ranchi,Pan-Asian,Vikram Singh,182,4.6,57509,28,1,6,1,1,3,13854,13962,15071,15269,14892,14238,14547,2.77,55,87282,40150,1047384,963600,36.4,0,Dedicated Account Manager,8000,210450,2530.3,0.85,9.94,🟢 Healthy,Tier 2 – Engage,6,1,7,76.8,605.4481535744136,0.9786912290349189,0.10639935811786726,10.6,880740
FF-1205,Fusion 9 VI,Premium Café,Delhi,Fusion,Arjun Mehta,93,4.9,15922,14,3,1,25,1,3,5180,5080,4783,4483,4255,4158,4656,-19.73,21,27936,12851,335232,154212,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,1,-204.4,426.4301818586485,0.8928494739102426,0.03762082885978939,3.8,256887
FF-1206,Cloud Nine Lounge VI,Premium Café,Pune,Pan-Asian,Vikram Singh,252,4.0,42968,10,6,4,12,0,0,13411,13640,14022,13064,12541,11343,13003,-15.42,66,78018,35888,936216,789536,36.4,0,Dedicated Account Manager,8000,172434,2055.2,0.85,8.15,🟢 Healthy,Tier 2 – Engage,5,6,7,-413.6,957.4296318790222,0.8722700707474623,0.18277467509391965,18.3,691254
FF-1207,The Grand Palate VI,4-Star Hotel,Pune,Multi-Cuisine,Riya Sharma,243,4.8,32871,16,3,4,30,1,3,18985,18646,18335,17307,14104,12930,16717,-31.89,54,100302,46139,1203624,1107336,36.4,0,Extended Credit Terms,2006,241842,11950.0,0.7,9.41,🟢 Healthy,Tier 2 – Engage,5,0,6,-1211.0,2569.047404519167,0.7734178729513099,0.20407344511520503,20.4,950195
FF-1208,Saffron Kitchen VI,Premium Café,Chennai,Japanese,Arjun Mehta,79,4.8,57522,16,3,5,33,1,1,15410,14769,13901,13584,12533,11496,13615,-25.4,27,81690,37577,980280,450924,36.4,0,Extended Credit Terms,1634,98481,5923.4,0.7,3.83,🟢 Healthy,Tier 3 – Monitor,1,6,4,-782.8,1435.0875583043705,0.8443008225616921,0.12951922245013017,13.0,533574
FF-1209,Urban Brew Co. VI,Premium Café,Hyderabad,Pan-Asian,Priya Nair,241,3.8,71729,31,2,0,38,1,2,16869,15775,14913,12275,10500,8806,13189,-47.79,38,79134,36402,949608,691638,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,6,7,-1612.6,3177.38179428703,0.6676269901440485,0.24154716865741965,24.2,604172
FF-1210,The Cellar Bar VI,Bar & Lounge,Ranchi,Mediterranean,Riya Sharma,56,4.8,51696,25,3,6,2,1,1,12219,11857,12709,10227,8493,6713,10369,-45.06,58,62214,28618,746568,457888,36.4,0,Dedicated Account Manager,8000,100002,1149.9,0.85,4.72,🟢 Healthy,Tier 3 – Monitor,6,2,5,-1101.2,2367.1973865030072,0.6473481195756992,0.1651405399678599,16.5,507584
FF-1211,Pearl Continental VI,4-Star Hotel,Mumbai,Pan-Asian,Arjun Mehta,297,3.9,80854,13,1,6,7,1,0,7906,7395,7844,4853,2844,1670,5418,-78.87,120,32508,14954,390096,29908,72.7,1,Dedicated Account Manager,8000,13045,63.1,0.85,0.62,🔴 Critical,Tier 3 – Monitor,4,0,7,-1247.2,2719.424620515646,0.308174940025835,0.8891088571437915,88.9,99565
FF-1212,Breezy Bites VI,4-Star Hotel,Chennai,Multi-Cuisine,Priya Nair,215,3.7,27215,6,4,0,22,1,0,5573,5284,5628,5071,4984,4654,5199,-16.49,46,31194,14349,374328,272631,36.4,0,Premium Flavour Trial,500,59542,11784.8,0.65,2.15,🟢 Healthy,Tier 3 – Monitor,1,0,6,-183.8,371.692345899132,0.895,0.06679828261770156,6.7,289203
FF-1213,Metro Mixology VI,Premium Café,Pune,Fusion,Riya Sharma,261,4.4,28105,9,4,6,13,1,3,15402,16602,17907,16340,15695,13845,15965,-10.11,89,95790,44063,1149480,925323,36.4,0,Dedicated Account Manager,8000,202090,2425.8,0.85,9.55,🟢 Healthy,Tier 2 – Engage,5,6,1,-311.4,1356.6154085320816,0.8671552048102217,0.21502391019576803,21.5,819867
FF-1214,The Social Hub VI,4-Star Hotel,Delhi,Pan-Asian,Riya Sharma,238,3.8,31674,20,5,7,26,1,1,8656,8578,8177,4970,3142,1920,5907,-77.81,17,35442,16303,425304,114121,63.6,1,Extended Credit Terms,709,43548,6033.7,0.7,1.69,🟡 At Risk,Tier 3 – Monitor,2,0,7,-1347.2,2975.3488815039263,0.32498307379823965,0.9015947639221182,90.2,89430
FF-1215,Terrace & Toast VI,Premium Café,Delhi,Mediterranean,Arjun Mehta,211,4.3,10456,18,7,0,28,1,1,10847,10902,10649,5446,2485,1229,6926,-88.66,120,41556,19116,498672,95580,63.6,1,Extended Credit Terms,831,36473,4283.9,0.7,1.42,🟡 At Risk,Tier 3 – Monitor,2,6,5,-1923.6,4458.973768331303,0.17742168326837016,0.9704167127182701,97.0,91476
FF-1216,Altitude Lounge VI,Bar & Lounge,Mumbai,Continental,Neha Joshi,36,4.3,76873,21,6,5,38,0,0,8895,9426,9681,5981,4065,2504,6758,-71.84,15,40548,18652,486576,37304,81.8,1,Extended Credit Terms,811,18308,2154.8,0.7,0.71,🔴 Critical,Tier 3 – Monitor,4,2,0,-1278.2,3039.125312761332,0.37046900429057555,0.8405829814929814,84.1,85544
FF-1217,The Copper Pot VI,4-Star Hotel,Hyderabad,Japanese,Riya Sharma,31,4.2,69752,4,7,3,38,1,1,9054,9771,9745,9980,9757,9670,9662,6.8,71,57972,26667,695664,640008,36.4,0,Extended Credit Terms,1159,139777,11949.8,0.7,5.44,🟢 Healthy,Tier 3 – Monitor,3,0,4,123.2,315.7983006076294,1.0007244127082686,0.2095009353106791,21.0,539229
FF-1218,Velvet Room VI,5-Star Hotel,Chennai,Multi-Cuisine,Riya Sharma,212,3.9,62449,33,1,4,0,1,0,8066,8172,8065,7259,7201,6918,7613,-14.23,64,45678,21012,548136,294168,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,1,6,-229.6,547.7367068218086,0.9085894405043341,0.10605334470301248,10.6,333177
FF-1219,Zest & Zeal VI,Fine Dining Restaurant,Delhi,Continental,Priya Nair,41,4.2,63146,27,3,5,16,1,1,17654,18536,18114,16282,14470,12755,16301,-27.75,21,97806,44991,1173672,1079784,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,5,0,-979.8,2282.0971422502303,0.782419335050914,0.11083700105868392,11.1,915567
FF-1220,Neon Nights Bar VI,4-Star Hotel,Bangalore,Continental,Vikram Singh,139,4.3,70517,7,4,2,40,0,1,9768,9497,9639,7219,5616,4463,7700,-54.3,72,46200,21252,554400,382536,45.5,0,Extended Credit Terms,924,104432,11190.1,0.7,4.06,🟡 At Risk,Tier 3 – Monitor,0,0,0,-1061.0,2294.2597644265716,0.5795351253084015,0.24390637328138554,24.4,410862
FF-1221,The Garden Table VI,5-Star Hotel,Mumbai,Continental,Arjun Mehta,229,4.2,63537,6,7,1,29,0,1,6646,6439,6516,5788,5302,4600,5881,-30.78,63,35286,16232,423432,389568,45.5,0,Extended Credit Terms,706,106352,14942.9,0.7,4.14,🟡 At Risk,Tier 3 – Monitor,4,1,0,-409.2,810.5135203478512,0.7820469228153689,0.17088486726880994,17.1,350593
FF-1222,Harbour View VI,Premium Café,Chennai,Indian,Arjun Mehta,289,4.0,7048,15,1,3,12,1,0,14455,14229,13458,11637,10073,8721,12095,-39.67,85,72570,33382,870840,801168,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,6,2,-1146.8,2352.166979616881,0.7209821428571429,0.18667404824823033,18.7,672062
FF-1223,Crimson Fork VI,Bar & Lounge,Pune,Japanese,Neha Joshi,211,3.2,73794,18,4,2,20,0,3,16544,17000,16923,10208,6077,3755,11751,-77.3,120,70506,32433,846072,194598,63.6,1,Premium Flavour Trial,500,74258,14722.2,0.65,2.68,🟡 At Risk,Tier 3 – Monitor,5,2,4,-2557.8,5929.34355276085,0.31952008168822327,0.9050738492740407,90.5,237726
FF-1224,Olive & Oak VI,Premium Café,Pune,Fusion,Neha Joshi,194,4.3,23677,32,3,4,18,1,1,14856,15289,15419,15162,15550,14251,15087,-4.07,20,90522,41640,1086264,999360,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,6,1,-121.0,473.97781242022995,0.9445254506892895,0.02206945015798186,2.2,914705
FF-1225,The Rooftop Sip VI,Premium Café,Bangalore,Italian,Arjun Mehta,223,3.5,24522,11,7,6,18,0,0,15858,15389,15562,9545,5807,3326,10914,-79.02,23,65484,30123,785808,30123,72.7,1,Dedicated Account Manager,8000,13139,64.2,0.85,0.62,🔴 Critical,Tier 3 – Monitor,0,6,3,-2506.4,5506.469240811211,0.30471827759963355,0.8571470083480758,85.7,239237
FF-1226,Downtown Diner VI,Catering Service,Mumbai,Japanese,Neha Joshi,183,4.4,6042,20,4,0,24,0,0,9527,8967,8551,8231,7648,7424,8391,-22.07,58,50346,23159,604152,324226,36.4,0,Premium Flavour Trial,500,70810,14033.9,0.65,2.56,🟢 Healthy,Tier 3 – Monitor,4,3,4,-420.6,795.060920097741,0.8846520495710201,0.09494213197024015,9.5,481975
FF-1227,Bombay Blend VI,Bar & Lounge,Mumbai,Indian,Priya Nair,270,4.6,60928,24,6,4,21,0,1,8371,8548,8879,8493,8286,7884,8410,-5.82,46,50460,23212,605520,557088,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,2,2,-97.4,328.47125698707134,0.9373439543454999,0.05441430829003358,5.4,480589
FF-1228,The Mango Tree VI,Cloud Kitchen,Delhi,Italian,Arjun Mehta,246,4.1,23240,15,6,5,30,0,1,8538,8030,7419,7269,7011,6276,7423,-26.49,31,44538,20487,534456,491688,45.5,0,Extended Credit Terms,891,134230,14948.3,0.7,5.22,🟡 At Risk,Tier 3 – Monitor,2,4,3,-452.4,790.0322567254242,0.8453663793103449,0.223669748906443,22.4,341749
FF-1229,Latitude 28 VI,5-Star Hotel,Pune,Japanese,Neha Joshi,26,4.2,59853,7,5,1,16,1,3,11348,11490,11223,9299,6764,5494,9269,-51.58,9,55614,25582,667368,613968,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,1,4,-1170.8,2592.2864553645813,0.5926645091693635,0.10037188992265214,10.0,535065
FF-1230,The Ice House VI,Fine Dining Restaurant,Hyderabad,Continental,Arjun Mehta,48,4.9,57032,21,5,5,22,0,0,16014,16509,17249,16799,16572,15908,16508,-0.66,15,99048,45562,1188576,592306,36.4,0,Dedicated Account Manager,8000,129359,1516.8,0.85,6.11,🟢 Healthy,Tier 2 – Engage,3,5,0,-21.2,498.3760628280616,0.9635956145132958,0.10706211354055849,10.7,716533
FF-1231,Pearl & Petal VI,Bar & Lounge,Chennai,Multi-Cuisine,Vikram Singh,52,4.7,16552,26,4,3,31,1,0,15690,16193,16358,15532,14256,14268,15382,-9.06,26,92292,42454,1107504,1018896,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,2,6,-284.4,920.4921328651684,0.9275173893258792,0.07639819212238921,7.6,871157
FF-1232,Mosaic Café VI,5-Star Hotel,Chennai,Italian,Riya Sharma,153,4.8,47576,14,1,3,9,1,2,17300,18001,17313,7929,3589,1614,10957,-90.67,29,65742,30241,788904,725784,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,1,3,-3137.2,7496.6415858480705,0.1472896513962402,0.6455678193853531,64.6,377177
FF-1233,The Black Label VI,Bar & Lounge,Bangalore,Mediterranean,Arjun Mehta,98,4.7,53920,21,6,1,9,1,0,9853,10440,10765,11228,10194,9783,10377,-0.71,29,62262,28641,747144,630102,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,2,5,-14.0,554.908070464529,0.9426671805742918,0.06749252901063241,6.7,633056
FF-1234,Sundowner Bar VI,Premium Café,Hyderabad,Mediterranean,Riya Sharma,77,3.4,1171,18,1,7,35,1,3,9567,9566,9669,8349,8130,7735,8836,-19.15,80,53016,24387,636192,97548,63.6,1,Extended Credit Terms,1060,37224,3408.5,0.7,1.45,🟡 At Risk,Tier 3 – Monitor,3,6,5,-366.4,861.2730113036167,0.8752970465089963,0.6640335338343684,66.4,351521
FF-1235,Spice Symphony VI,4-Star Hotel,Chennai,Pan-Asian,Neha Joshi,45,3.5,663,5,1,2,7,1,2,19822,20552,21526,19317,16840,15384,18906,-22.39,36,113436,52181,1361232,991439,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,0,7,-887.6,2334.7174918320775,0.8136668958586767,0.15545342927890077,15.5,1019912
FF-1236,Casa Milano VI,Premium Café,Pune,Italian,Riya Sharma,245,4.1,41924,3,4,2,19,1,2,12113,12343,12807,11493,9900,9221,11312,-23.87,84,67872,31221,814464,561978,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,6,3,-578.4,1437.9408077757118,0.8150799964642447,0.09755633041323744,9.8,613519
FF-1237,The Lemon Tree VI,Premium Café,Mumbai,Multi-Cuisine,Arjun Mehta,23,3.6,54244,23,1,3,31,0,2,7956,7557,7690,6561,5702,4783,6708,-39.88,37,40248,18514,482976,407308,36.4,0,Extended Credit Terms,805,88956,10936.8,0.7,3.46,🟢 Healthy,Tier 3 – Monitor,4,6,6,-634.6,1263.479230801467,0.7129229393352213,0.1654720034774343,16.5,388878
FF-1238,Bourbon Street VI,5-Star Hotel,Bangalore,Fusion,Vikram Singh,118,4.1,70831,26,6,3,13,1,1,20055,18533,18497,17103,17557,15677,17903,-21.83,86,107418,49412,1289016,691768,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,1,1,-875.6,1489.6730737536564,0.8756143878462913,0.09871278387090615,9.9,818174
FF-1239,Café Nuvola VI,Premium Café,Delhi,Indian,Neha Joshi,58,3.9,11134,24,3,6,27,1,1,18906,18254,17182,16608,14820,13292,16510,-29.69,71,99060,45568,1188720,273408,54.5,1,Extended Credit Terms,1981,89404,4410.8,0.7,3.48,🟡 At Risk,Tier 3 – Monitor,2,6,2,-1122.8,2119.2056687982567,0.805039064865847,0.45655653415031877,45.7,780264
FF-1240,The Blue Petal Café VII,Cloud Kitchen,Chennai,Continental,Arjun Mehta,290,4.2,5298,19,5,0,23,1,0,5688,5636,5420,4977,4794,4483,5166,-21.18,23,30996,14258,371952,342192,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,4,0,-241.0,489.590304914902,0.8676214437778208,0.09514208127763693,9.5,294630
FF-1241,Skyline Bar VII,Catering Service,Ranchi,Pan-Asian,Neha Joshi,176,4.5,22920,25,3,6,14,1,2,18401,18745,18502,16572,13512,12177,16318,-33.82,41,97908,45038,1174896,765646,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,6,3,7,-1244.8,2831.4345068651446,0.7461854280286783,0.12127513312086403,12.1,875508
FF-1242,Monarch Grand Hotel VII,Cloud Kitchen,Mumbai,Mediterranean,Priya Nair,94,4.5,29800,21,1,6,21,1,3,18846,19901,20217,18570,17963,16421,18653,-12.87,80,111918,51482,1343016,978158,36.4,0,Dedicated Account Manager,8000,213629,2570.0,0.85,10.09,🟢 Healthy,Tier 2 – Engage,4,4,5,-485.0,1378.815578676133,0.8802937707730245,0.1568157242163048,15.7,935339
FF-1243,Spice Route VII,Bar & Lounge,Ranchi,Indian,Riya Sharma,149,4.1,11249,12,3,7,29,1,1,20765,19755,19798,17126,16052,15483,18163,-25.44,28,108978,50130,1307736,1203120,36.4,0,Extended Credit Terms,2180,262761,11947.8,0.7,10.22,🟢 Healthy,Tier 2 – Engage,6,2,2,-1056.4,2222.2593383011504,0.8524003523452984,0.1872661896225045,18.7,1033000
FF-1244,The Artisan Brew VII,Premium Café,Ranchi,Indian,Priya Nair,194,4.7,25621,33,6,2,3,1,3,20898,19645,18979,19670,19387,19661,19706,-5.92,48,118236,54389,1418832,870224,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,6,6,2,-247.4,641.590731437625,0.9976658040290253,0.05212355061742558,5.2,979982
FF-1245,Fusion 9 VII,Cloud Kitchen,Mumbai,Continental,Arjun Mehta,103,4.0,37987,4,6,7,12,1,3,12596,13530,12461,11570,10989,10051,11866,-20.2,38,71196,32750,854352,622250,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,4,0,-509.0,1249.543183194029,0.846970590713744,0.18955606538081982,19.0,577355
FF-1246,Cloud Nine Lounge VII,Bar & Lounge,Delhi,Fusion,Vikram Singh,41,4.8,33861,7,1,7,22,0,1,18758,17581,17570,17977,17030,15816,17455,-15.68,31,104730,48176,1256760,626288,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,2,1,-588.4,986.5433932000492,0.9060494958753437,0.07684637107989921,7.7,732027
FF-1247,The Grand Palate VII,Catering Service,Ranchi,Fusion,Neha Joshi,46,3.3,21723,22,4,1,7,1,1,19319,19252,18591,18250,16716,16805,18155,-13.01,14,108930,50108,1307160,1202592,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,6,3,1,-502.8,1153.3122300574116,0.9255893368583389,0.12322289439548458,12.3,1055596
FF-1248,Saffron Kitchen VII,Catering Service,Bangalore,Italian,Riya Sharma,214,4.9,73430,33,3,2,17,0,1,7916,8024,8325,6071,4638,3767,6456,-52.41,73,38736,17819,464832,409837,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,3,3,-829.8,1937.3926206803478,0.5833978627845748,0.1156807143668234,11.6,398462
FF-1249,Urban Brew Co. VII,Fine Dining Restaurant,Hyderabad,Mediterranean,Neha Joshi,255,4.4,14556,17,4,0,11,0,1,15129,15229,14069,14678,13429,12651,14197,-16.38,88,85182,39184,1022184,940416,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,5,5,-495.6,1016.0050688849933,0.8910409916889703,0.12425364636114793,12.4,621903
FF-1250,The Cellar Bar VII,Premium Café,Bangalore,Fusion,Arjun Mehta,111,3.9,28880,24,4,5,30,1,2,13254,12376,12543,7639,5039,3029,8980,-77.14,120,53880,24785,646560,173495,81.8,1,Extended Credit Terms,1078,85151,7791.8,0.7,3.31,🔴 Critical,Tier 3 – Monitor,0,6,1,-2045.0,4364.3790852766215,0.3372675648591471,0.9488369016658542,94.9,134414
FF-1251,Pearl Continental VII,Bar & Lounge,Pune,Multi-Cuisine,Neha Joshi,40,3.6,26535,34,2,3,13,0,2,7957,7393,7915,4072,2127,1014,5079,-87.25,65,30474,14018,365688,56072,63.6,1,Premium Flavour Trial,500,21397,4171.1,0.65,0.77,🟡 At Risk,Tier 3 – Monitor,5,2,6,-1388.6,3096.221934336534,0.19960629921259843,0.9357816541554006,93.6,123531
FF-1252,Breezy Bites VII,Fine Dining Restaurant,Bangalore,Fusion,Riya Sharma,103,4.1,31120,28,1,3,33,0,2,5244,4912,4656,4092,4064,3769,4456,-28.12,51,26736,12299,320832,295176,45.5,0,Extended Credit Terms,535,80583,14934.3,0.7,3.14,🟡 At Risk,Tier 3 – Monitor,0,5,1,-295.0,570.4399763924919,0.8456360780794256,0.03380021137327059,3.4,282929
FF-1253,Metro Mixology VII,Bar & Lounge,Bangalore,Indian,Arjun Mehta,281,3.6,20377,22,5,0,17,0,2,13495,13679,13616,13998,14414,13236,13739,-1.92,49,82434,37920,989208,910080,36.4,0,Dedicated Account Manager,8000,198761,2384.2,0.85,9.39,🟢 Healthy,Tier 2 – Engage,0,2,2,-51.8,413.27408177463377,0.9633187772925764,0.11301257508123336,11.3,781356
FF-1254,The Social Hub VII,Premium Café,Pune,Continental,Neha Joshi,166,3.5,55816,17,6,7,33,1,0,12756,12846,12006,10829,10721,10539,11616,-17.38,43,69696,32060,836352,96180,54.5,1,Extended Credit Terms,1394,31450,2154.6,0.7,1.22,🟡 At Risk,Tier 3 – Monitor,5,6,0,-443.4,1053.0833616892191,0.9072049582508392,0.695374927228513,69.5,341483
FF-1255,Terrace & Toast VII,5-Star Hotel,Mumbai,Multi-Cuisine,Vikram Singh,276,4.3,64541,34,6,6,10,1,2,22180,21235,21662,16926,13610,9660,17545,-56.44,72,105270,48424,1263240,1162176,36.4,0,Dedicated Account Manager,8000,253819,3072.4,0.85,11.99,🟢 Healthy,Tier 1 – Urgent,4,1,6,-2504.0,5100.7768722028995,0.5505528325544283,0.31019212421958675,31.0,833049
FF-1256,Altitude Lounge VII,Cloud Kitchen,Delhi,Italian,Arjun Mehta,77,4.1,53852,6,1,1,40,1,1,22502,22998,23183,23540,22193,19682,22349,-12.53,87,134094,61683,1609128,1233660,36.4,0,Extended Credit Terms,2682,269431,9942.2,0.7,10.48,🟢 Healthy,Tier 2 – Engage,2,4,3,-564.0,1392.542231555893,0.8806263982102909,0.23468736535107493,23.5,1098409
FF-1257,The Copper Pot VII,4-Star Hotel,Delhi,Mediterranean,Arjun Mehta,34,4.4,31411,6,7,7,11,1,3,19187,20169,19870,20669,20557,19201,19942,0.07,5,119652,55040,1435824,660480,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,0,5,2.8,645.3793974606461,0.9627939627939628,0.16471859090619229,16.5,954355
FF-1258,Velvet Room VII,5-Star Hotel,Hyderabad,Italian,Vikram Singh,181,4.9,33284,34,7,3,14,1,2,5980,5541,5559,5473,5034,4445,5338,-25.66,42,32028,14733,384336,353592,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,1,3,-307.0,531.093463212142,0.8325529125304364,0.027210108756806677,2.7,321332
FF-1259,Zest & Zeal VII,Premium Café,Ranchi,Indian,Priya Nair,182,4.2,3691,1,7,4,30,0,0,16146,16141,17165,11413,7212,4332,12068,-73.17,17,72408,33308,868896,166540,63.6,1,Extended Credit Terms,1448,63551,4285.9,0.7,2.47,🟡 At Risk,Tier 3 – Monitor,6,6,2,-2362.8,5348.911643191226,0.35893611732537906,0.8350570356694508,83.5,301118
FF-1260,Neon Nights Bar VII,5-Star Hotel,Hyderabad,Multi-Cuisine,Riya Sharma,299,4.2,33660,10,5,6,28,1,1,18745,19312,18373,15186,12314,9346,15546,-50.14,42,93276,42907,1119312,1029768,36.4,0,Extended Credit Terms,1866,224901,11946.2,0.7,8.75,🟢 Healthy,Tier 2 – Engage,3,1,6,-1879.8,4035.4357881150827,0.6011449154177655,0.23402581910433667,23.4,845508
FF-1261,The Garden Table VII,Catering Service,Delhi,Multi-Cuisine,Priya Nair,31,3.4,65141,21,6,3,25,1,3,22290,21406,19770,18383,17322,16021,19198,-28.12,36,115188,52986,1382256,1271664,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,3,6,-1253.8,2409.972586289451,0.8344705453409031,0.2740853727581384,27.4,1082591
FF-1262,Harbour View VII,Premium Café,Delhi,Multi-Cuisine,Neha Joshi,293,4.5,50223,5,1,4,17,1,3,23952,23215,24558,20834,17770,14504,20805,-39.44,27,124830,57422,1497960,918752,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,6,-1889.6,3967.6538029419853,0.6971066038642699,0.11988764122382266,12.0,1028548
FF-1263,Crimson Fork VII,Bar & Lounge,Delhi,Indian,Vikram Singh,290,3.9,4131,2,6,7,31,0,2,6726,6848,6932,6539,6792,6271,6684,-6.76,58,40104,18448,481248,36896,63.6,1,Extended Credit Terms,802,14079,1653.4,0.7,0.55,🟡 At Risk,Tier 3 – Monitor,2,2,2,-91.0,242.2475318071717,0.9380703066566941,0.7202805573699115,72.0,183718
FF-1264,Olive & Oak VII,Fine Dining Restaurant,Mumbai,Indian,Priya Nair,227,5.0,6672,22,4,0,21,1,3,9012,9585,10184,9741,8849,8994,9394,-0.2,46,56364,25927,676368,440759,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,5,2,-3.6,526.1062313512991,0.9573177221926557,0.06053102812893684,6.1,525025
